time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1996-07-31T08:02:52.020Z,30.03,88.168,15,5.31,mw,,,,,iscgem,iscgem978155,2022-04-29T20:27:09.573Z,"119 km NW of Rikaze, China",earthquake,,19.9,0.2,,reviewed,iscgem,iscgem
1996-12-30T11:08:17.250Z,27.466,86.707,10,5.25,mw,,,,,iscgem,iscgem1004136,2022-04-29T16:39:22.326Z,"41 km S of Namche Bazar, Nepal",earthquake,,3.5,0.2,,reviewed,iscgem,iscgem
1997-01-05T08:47:25.040Z,29.792,80.598,17.6,5.53,mw,,,,,iscgem,iscgem1005021,2022-04-29T16:40:01.014Z,"1 km E of Dh?rchula, India",earthquake,,3.9,0.1,,reviewed,iscgem,iscgem
1997-01-31T20:02:17.560Z,28.046,85.218,18.5,5.37,mw,,,,,iscgem,iscgem1009045,2022-04-29T16:42:42.333Z,"33 km NW of Kathmandu, Nepal",earthquake,,4.7,0.2,,reviewed,iscgem,iscgem
1997-11-03T02:29:49.870Z,29.036,85.385,10,5.5,mw,,,,,iscgem,iscgem1050533,2022-04-29T17:06:41.619Z,"31 km SSE of Saga, China",earthquake,,3.8,0.1,,reviewed,iscgem,iscgem
1997-11-27T16:11:56.060Z,27.53,87.222,17.5,5.33,mw,,,,,iscgem,iscgem1055047,2022-04-29T17:09:20.125Z,"30 km NNE of Kh??db?ri??, Nepal",earthquake,,3.9,0.25,,reviewed,iscgem,iscgem
1997-12-08T02:03:55.360Z,27.502,87.219,14.6,5.22,mw,,,,,iscgem,iscgem1057474,2022-04-29T17:11:50.453Z,"11 km NNW of Kh??db?ri??, Nepal",earthquake,,3.8,0.23,,reviewed,iscgem,iscgem
1998-02-22T02:40:39.630Z,28.711,85.564,22.8,5.22,mw,,,,,iscgem,iscgem1078192,2022-04-29T17:19:54.855Z,"74 km NW of Kod?ri??, Nepal",earthquake,,4.5,0.26,,reviewed,iscgem,iscgem
1998-06-27T09:05:58.740Z,27.754,85.668,15,5.19,mw,,,,,iscgem,iscgem1147798,2022-04-29T16:37:10.100Z,"6 km NNE of Dhulikhel, Nepal",earthquake,,4.5,0.2,,reviewed,iscgem,iscgem
1998-07-20T01:05:57.590Z,30.039,88.262,15,5.73,mw,,,,,iscgem,iscgem1167690,2022-04-29T17:36:06.493Z,"119 km NW of Rikaze, China",earthquake,,3.5,0.1,,reviewed,iscgem,iscgem
1998-07-21T14:40:45.420Z,30.143,88.229,10,5.04,mw,,,,,iscgem,iscgem1167969,2022-04-29T16:37:19.308Z,western Xizang,earthquake,,3.8,0.1,,reviewed,iscgem,iscgem
1998-08-25T07:41:41.660Z,30.148,88.232,20,5.83,mw,,,,,iscgem,iscgem1178729,2022-04-29T17:38:49.112Z,"118 km NW of Rikaze, China",earthquake,,3.8,0.1,,reviewed,iscgem,iscgem
1998-08-28T22:01:55.230Z,30.156,88.244,15,4.98,mw,,,,,iscgem,iscgem1179437,2022-04-29T17:39:06.309Z,"126 km NW of Rikaze, China",earthquake,,3.7,0.1,,reviewed,iscgem,iscgem
1998-08-30T03:37:47.950Z,30.056,88.148,10,5.16,mw,,,,,iscgem,iscgem1179643,2022-04-29T17:39:18.233Z,"117 km NW of Rikaze, China",earthquake,,19.9,0.2,,reviewed,iscgem,iscgem
1998-09-03T18:15:55.610Z,27.71,86.916,15,6.15,mw,,,,,iscgem,iscgem1202818,2022-04-29T17:41:14.060Z,"16 km SE of Lobujya, Nepal",earthquake,,3.7,0.26,,reviewed,iscgem,iscgem
1998-09-30T02:29:57.030Z,30.015,88.195,28.6,5.13,mw,,,,,iscgem,iscgem1207628,2022-04-29T17:43:53.999Z,"107 km NW of Rikaze, China",earthquake,,4.6,0.1,,reviewed,iscgem,iscgem
1998-10-05T10:24:48.130Z,30.154,88.283,15,5.17,mw,,,,,iscgem,iscgem1310080,2022-04-29T17:52:32.036Z,"119 km NNW of Rikaze, China",earthquake,,4.6,0.1,,reviewed,iscgem,iscgem
2001-04-28T10:37:55.110Z,28.862,87.171,10,5.5,mw,,,,,iscgem,iscgem1836168,2022-04-29T19:15:23.881Z,"107 km NNE of Lobujya, Nepal",earthquake,,3.9,0.26,,reviewed,iscgem,iscgem
2001-07-16T16:12:45.170Z,28.013,84.878,10,5.28,mw,,,,,iscgem,iscgem1915684,2022-04-29T19:26:34.041Z,"31 km NNW of Kathmandu, Nepal",earthquake,,3.9,0.2,,reviewed,iscgem,iscgem
2001-11-27T07:31:52.150Z,29.556,81.704,20,5.5,mw,,,,,iscgem,iscgem2379218,2022-04-29T19:42:06.756Z,"55 km NW of Jumla, Nepal",earthquake,,3.9,0.1,,reviewed,iscgem,iscgem
2001-11-27T08:53:53.920Z,29.474,81.72,20,5.41,mw,,,,,iscgem,iscgem2408305,2022-04-29T19:43:20.062Z,"52 km NW of Jumla, Nepal",earthquake,,4.5,0.1,,reviewed,iscgem,iscgem
2001-11-27T17:56:55.190Z,29.431,81.738,20,5.32,mw,,,,,iscgem,iscgem2379222,2022-04-29T19:42:12.877Z,"50 km WNW of Jumla, Nepal",earthquake,,10.2,0.22,,reviewed,iscgem,iscgem
2001-12-02T22:41:14.270Z,27.264,88.281,20.7,5.29,mw,,,,,iscgem,iscgem2397590,2022-04-29T19:42:41.626Z,"7 km WNW of Naya B?z?r, India",earthquake,,3.9,0.23,,reviewed,iscgem,iscgem
2002-06-04T14:36:04.290Z,30.487,81.419,10,5.59,mw,,,,,iscgem,iscgem3166176,2022-05-02T16:00:00.552Z,western Xizang,earthquake,,3.6,0.1,,reviewed,iscgem,iscgem
2002-08-31T12:40:34.650Z,29.917,88.06,15,5.23,mw,,,,,iscgem,iscgem3344920,2022-05-02T16:07:09.485Z,"119 km NW of Rikaze, China",earthquake,,4.6,0.22,,reviewed,iscgem,iscgem
2003-01-16T11:36:50.480Z,29.895,88.072,7.3,5.29,mw,,,,,iscgem,iscgem6537875,2022-05-02T16:23:08.457Z,"104 km NW of Rikaze, China",earthquake,,3.8,0.24,,reviewed,iscgem,iscgem
2005-02-08T03:35:05.230Z,27.719,86.063,15,5.17,mw,,,,,iscgem,iscgem7470749,2022-05-02T17:48:03.700Z,"28 km SSE of Kod?ri??, Nepal",earthquake,,4.8,0.2,,reviewed,iscgem,iscgem
2005-04-07T20:04:40.960Z,30.455,83.645,10,6.29,mw,,,,,iscgem,iscgem7490848,2022-05-02T17:53:30.950Z,"196 km NE of Jumla, Nepal",earthquake,,3.7,0.1,,reviewed,iscgem,iscgem
2005-04-07T21:41:37.680Z,30.487,83.715,19.1,5.44,mw,,,,,iscgem,iscgem7490875,2022-05-02T17:53:36.629Z,"204 km NW of Saga, China",earthquake,,4.8,0.1,,reviewed,iscgem,iscgem
2005-04-07T21:42:08.730Z,30.324,83.871,10,5.25,mw,,,,,iscgem,iscgem7490876,2022-05-02T17:53:42.207Z,"180 km NW of Saga, China",earthquake,,21.1,0.23,,reviewed,iscgem,iscgem
2005-04-08T19:51:36.530Z,30.403,83.691,19.6,5.04,mw,,,,,iscgem,iscgem7491074,2022-05-02T17:54:03.697Z,"199 km NE of Jumla, Nepal",earthquake,,4,0.1,,reviewed,iscgem,iscgem
2006-05-05T08:00:28.010Z,29.438,80.835,15,5.18,mw,,,,,iscgem,iscgem8338462,2022-05-02T18:18:48.079Z,"27 km NNE of Dipayal, Nepal",earthquake,,3.9,0.23,,reviewed,iscgem,iscgem
2007-08-11T14:35:53.230Z,27.359,87.7,22.9,5.27,mw,,,,,iscgem,iscgem13200264,2022-07-14T04:52:09.068Z,"51 km NNW of Il?m, Nepal",earthquake,,6.9,0.2,,reviewed,iscgem,iscgem
2008-12-08T08:59:08.970Z,29.88,82.079,19.5,5.27,mw,,,,,iscgem,iscgem12076333,2022-05-02T20:13:43.270Z,"75 km N of Jumla, Nepal",earthquake,,4.6,0.1,,reviewed,iscgem,iscgem
2009-11-07T20:08:48.760Z,29.518,86.062,20,5.53,mw,,,,,iscgem,iscgem13921043,2022-05-02T21:25:50.948Z,"78 km ENE of Saga, China",earthquake,,3.8,0.1,,reviewed,iscgem,iscgem
2010-06-22T23:14:11.930Z,29.882,80.471,25,5.28,mw,,,,,iscgem,iscgem14781295,2022-05-02T22:00:00.088Z,"9 km WNW of Dh?rchula, India",earthquake,,11.9,0.25,,reviewed,iscgem,iscgem
2010-07-06T19:08:24.250Z,29.79,80.431,21.7,4.99,mw,,,,,iscgem,iscgem14883226,2022-07-18T15:49:00.686Z,"11 km W of Dh?rchula, India",earthquake,,3.4,0.1,,reviewed,iscgem,iscgem
2010-10-17T20:11:20.140Z,28.622,85.684,52.9,5.21,mw,,,,,iscgem,iscgem15254949,2022-07-18T22:23:26.338Z,"64 km NNW of Kod?ri??, Nepal",earthquake,,4.8,0.26,,reviewed,iscgem,iscgem
2011-06-03T00:53:23.610Z,27.512,87.947,15,5.16,mw,,,,,iscgem,iscgem16555902,2022-07-19T16:41:08.905Z,"35 km NW of Gyalshing, India",earthquake,,3.7,0.21,,reviewed,iscgem,iscgem
2011-09-18T12:40:51.250Z,27.756,88.141,45,6.9,mw,,,,,iscgem,iscgem17238846,2022-04-08T22:05:29.441Z,"43 km NW of Mangan, India",earthquake,,6,0.1,,reviewed,iscgem,iscgem
2012-06-09T07:54:09.920Z,28.328,84.128,17,5.13,mw,,,,,iscgem,iscgem601111779,2022-05-03T15:42:13.603Z,"21 km NE of Pokhara, Nepal",earthquake,,25,0.2,,reviewed,iscgem,iscgem
2012-07-22T16:44:20.510Z,30.001,88.052,24.8,4.99,mw,,,,,iscgem,iscgem601456942,2022-05-03T15:44:22.673Z,"112 km NW of Rikaze, China",earthquake,,19.9,0.1,,reviewed,iscgem,iscgem
2012-08-23T16:30:19.780Z,28.442,82.669,15,4.97,mw,,,,,iscgem,iscgem601614687,2022-05-03T15:47:22.205Z,"37 km NE of Besisahar, Nepal",earthquake,,25,0.1,,reviewed,iscgem,iscgem
2013-01-09T07:44:17.980Z,29.695,81.647,22.3,5.28,mw,,,,,iscgem,iscgem602216713,2022-05-03T16:03:05.847Z,"65 km NW of Jumla, Nepal",earthquake,,3.8,0.22,,reviewed,iscgem,iscgem
2013-03-06T16:49:47.330Z,28.721,82.27,15,5.14,mw,,,,,iscgem,iscgem602579435,2022-05-03T16:10:20.140Z,"57 km E of Dailekh, Nepal",earthquake,,25,0.22,,reviewed,iscgem,iscgem
2013-06-28T11:40:49.020Z,28.706,82.278,21.3,4.99,mw,,,,,iscgem,iscgem603157284,2022-07-25T17:29:58.855Z,"48 km NNW of Besisahar, Nepal",earthquake,,25,0.1,,reviewed,iscgem,iscgem
2014-08-03T05:57:30.270Z,29.199,85.501,10,5.24,mw,,,,,iscgem,iscgem605131007,2022-05-03T16:58:08.308Z,"26 km ESE of Saga, China",earthquake,,4.6,0.1,,reviewed,iscgem,iscgem
2014-12-18T15:32:12.530Z,27.655,86.418,30.3,4.96,mw,,,,,iscgem,iscgem606389843,2022-07-27T10:57:44.431Z,"34 km WSW of Namche Bazar, Nepal",earthquake,,25,0.1,,reviewed,iscgem,iscgem
2015-01-31T13:59:42.720Z,28.27,83.996,15,5.14,mw,,,,,iscgem,iscgem606631726,2022-07-27T18:09:11.883Z,"3 km N of Pokhara, Nepal",earthquake,,25,0.2,,reviewed,iscgem,iscgem
2015-04-21T14:02:16.820Z,28.855,82.357,20,5.01,mw,,,,,iscgem,iscgem607182604,2022-07-31T00:32:25.483Z,"46 km SSE of Jumla, Nepal",earthquake,,25,0.1,,reviewed,iscgem,iscgem
2015-04-25T06:11:26.470Z,28.143,84.72,13.1,7.88,mw,,,,,iscgem,iscgem607208674,2023-12-01T15:47:53.969Z,"67 km NNE of Bharatpur, Nepal",earthquake,,3.5,0.1,,reviewed,iscgem,iscgem
2015-04-25T06:15:23.690Z,27.602,85.439,15,6.33,mw,,,,,iscgem,iscgem607260012,2022-05-03T17:22:46.614Z,"0 km NNW of Dhulikhel, Nepal",earthquake,,25,0.4,,reviewed,iscgem,iscgem
2015-04-25T06:18:12.090Z,27.705,85.998,15,5.69,mw,,,,,iscgem,iscgem607260016,2022-05-03T17:22:47.891Z,"31 km SSE of Kod?ri??, Nepal",earthquake,,4.8,0.2,,reviewed,iscgem,iscgem
2015-04-25T06:20:40.910Z,28.151,84.511,15,5.47,mw,,,,,iscgem,iscgem607260020,2022-05-03T17:22:49.242Z,Nepal,earthquake,,25,0.51,,reviewed,iscgem,iscgem
2015-04-25T06:22:03.550Z,27.772,85.159,15,5.31,mw,,,,,iscgem,iscgem607260021,2024-01-17T21:09:09.592Z,"21 km NW of Kirtipur, Nepal",earthquake,,10.1,0.2,,reviewed,iscgem,iscgem
2015-04-25T06:22:23.350Z,27.813,85.448,18,5.26,mw,,,,,iscgem,iscgem607260025,2022-05-03T17:22:52.632Z,"12 km NNW of Nagarkot, Nepal",earthquake,,8.4,0.22,,reviewed,iscgem,iscgem
2015-04-25T06:25:55.900Z,27.691,85.569,15,5.22,mw,,,,,iscgem,iscgem607260036,2022-05-03T17:22:53.826Z,"7 km ESE of Nagarkot, Nepal",earthquake,,25,0.2,,reviewed,iscgem,iscgem
2015-04-25T06:28:06.450Z,27.784,85.555,15,5.11,mw,,,,,iscgem,iscgem607260043,2022-05-03T17:22:54.929Z,"2 km SW of Nagarkot, Nepal",earthquake,,8.4,0.2,,reviewed,iscgem,iscgem
2015-04-25T06:37:59.340Z,27.797,85.767,13.7,5.29,mw,,,,,iscgem,iscgem607260059,2022-07-31T01:09:42.615Z,"27 km SSW of Kod?ri??, Nepal",earthquake,,7.6,0.2,,reviewed,iscgem,iscgem
2015-04-25T06:45:22.310Z,28.137,84.827,21,6.66,mw,,,,,iscgem,iscgem607260065,2022-07-31T01:08:40.894Z,"71 km NNE of Bharatpur, Nepal",earthquake,,4.7,0.1,,reviewed,iscgem,iscgem
2015-04-25T06:53:43.430Z,27.69,85.225,15,5.21,mw,,,,,iscgem,iscgem607260067,2022-05-03T17:22:58.327Z,"7 km W of Kirtipur, Nepal",earthquake,,25,0.2,,reviewed,iscgem,iscgem
2015-04-25T06:56:34.590Z,27.867,85.701,15,5.62,mw,,,,,iscgem,iscgem607260068,2022-07-31T01:12:49.171Z,"22 km WSW of Kod?ri??, Nepal",earthquake,,8.4,0.27,,reviewed,iscgem,iscgem
2015-04-25T06:58:28.480Z,27.737,85.985,15,5.31,mw,,,,,iscgem,iscgem607260072,2022-05-03T17:23:00.632Z,"26 km S of Kod?ri??, Nepal",earthquake,,4.8,0.28,,reviewed,iscgem,iscgem
2015-04-25T07:08:00.720Z,27.827,85.883,15,5.16,mw,,,,,iscgem,iscgem607208681,2022-07-31T01:11:44.856Z,"19 km SSW of Kod?ri??, Nepal",earthquake,,7.6,0.2,,reviewed,iscgem,iscgem
2015-04-25T07:47:02.370Z,27.881,85.578,15,5.26,mw,,,,,iscgem,iscgem607208683,2022-07-31T01:13:44.729Z,"13 km NNE of Nagarkot, Nepal",earthquake,,8.4,0.23,,reviewed,iscgem,iscgem
2015-04-25T08:16:59.900Z,27.739,85.743,12.7,5.17,mw,,,,,iscgem,iscgem607211764,2022-05-03T17:20:47.163Z,"22 km ENE of Dhulikhel, Nepal",earthquake,,25,0.2,,reviewed,iscgem,iscgem
2015-04-25T08:20:49.550Z,27.706,85.134,15,5.17,mw,,,,,iscgem,iscgem607260129,2022-05-03T17:23:06.480Z,"12 km WSW of Kirtipur, Nepal",earthquake,,25,0.2,,reviewed,iscgem,iscgem
2015-04-25T08:29:24.450Z,27.964,84.691,10,5.21,mw,,,,,iscgem,iscgem607208687,2022-07-31T01:15:40.894Z,"33 km NNE of Bharatpur, Nepal",earthquake,,25,0.2,,reviewed,iscgem,iscgem
2015-04-25T08:55:56.280Z,27.632,85.567,10,5.4,mw,,,,,iscgem,iscgem607208688,2022-07-31T01:16:42.886Z,"0 km WNW of Panauti??, Nepal",earthquake,,4.7,0.2,,reviewed,iscgem,iscgem
2015-04-25T09:17:02.640Z,28.425,87.358,10,5.75,mw,,,,,iscgem,iscgem607210510,2022-07-31T01:17:38.200Z,"69 km NE of Lobujya, Nepal",earthquake,,3.9,0.31,,reviewed,iscgem,iscgem
2015-04-25T09:30:29.870Z,27.952,85.479,14.7,5.19,mw,,,,,iscgem,iscgem607210511,2022-07-31T01:18:33.237Z,"30 km N of Nagarkot, Nepal",earthquake,,3.7,0.21,,reviewed,iscgem,iscgem
2015-04-25T12:44:05.300Z,28.103,84.639,10,5.32,mw,,,,,iscgem,iscgem607210519,2022-07-31T01:23:20.220Z,"48 km NNE of Bharatpur, Nepal",earthquake,,4.5,0.21,,reviewed,iscgem,iscgem
2015-04-25T16:27:22.570Z,27.914,85.663,13.3,5.15,mw,,,,,iscgem,iscgem607260237,2022-07-31T01:31:58.085Z,"20 km NNE of Nagarkot, Nepal",earthquake,,3.7,0.2,,reviewed,iscgem,iscgem
2015-04-25T17:42:51.810Z,28.255,85.856,10,5.27,mw,,,,,iscgem,iscgem607211031,2022-07-31T01:32:52.897Z,"33 km NNW of Kod?ri??, Nepal",earthquake,,4.5,0.1,,reviewed,iscgem,iscgem
2015-04-25T23:16:14.970Z,27.814,84.921,11.4,5.15,mw,,,,,iscgem,iscgem607260290,2022-07-31T01:37:39.168Z,"42 km WNW of Kirtipur, Nepal",earthquake,,3.9,0.1,,reviewed,iscgem,iscgem
2015-04-26T07:09:09.920Z,27.745,85.998,17.1,6.7,mw,,,,,iscgem,iscgem607211055,2022-07-31T01:46:00.811Z,"21 km SSE of Kod?ri??, Nepal",earthquake,,3.9,0.1,,reviewed,iscgem,iscgem
2015-04-26T07:26:04.920Z,27.687,85.854,15,5.14,mw,,,,,iscgem,iscgem607212556,2022-07-31T01:46:56.457Z,"29 km S of Kod?ri??, Nepal",earthquake,,4.8,0.23,,reviewed,iscgem,iscgem
2015-04-26T16:26:05.850Z,27.809,85.821,12.5,5.19,mw,,,,,iscgem,iscgem610587902,2022-07-31T01:55:22.787Z,"17 km SSW of Kod?ri??, Nepal",earthquake,,3.7,0.1,,reviewed,iscgem,iscgem
2015-04-27T12:35:52.110Z,26.832,88.087,21.8,5.05,mw,,,,,iscgem,iscgem607212577,2022-07-31T02:18:01.136Z,"13 km ESE of Il?m, Nepal",earthquake,,4.7,0.1,,reviewed,iscgem,iscgem
2015-05-02T05:35:46.470Z,28.21,84.675,12.4,5.16,mw,,,,,iscgem,iscgem607217962,2022-07-31T03:32:26.883Z,Nepal,earthquake,,25,0.2,,reviewed,iscgem,iscgem
2015-05-08T00:32:33.730Z,27.553,85.931,12,5.16,mw,,,,,iscgem,iscgem607222899,2022-07-31T05:09:18.479Z,"35 km S of Kod?ri??, Nepal",earthquake,,3.7,0.2,,reviewed,iscgem,iscgem
2015-05-12T07:05:18.620Z,27.802,86.124,11.1,7.23,mw,,,,,iscgem,iscgem610588278,2022-05-03T18:24:45.792Z,Nepal,earthquake,,3.7,0.1,,reviewed,iscgem,iscgem
2015-05-12T07:17:21.110Z,27.733,86.195,15,5.55,mw,,,,,iscgem,iscgem607634682,2022-07-31T05:58:33.083Z,"37 km SE of Kod?ri??, Nepal",earthquake,,4.8,0.22,,reviewed,iscgem,iscgem
2015-05-12T07:34:23.220Z,27.699,86.218,15,5.42,mw,,,,,iscgem,iscgem607234489,2022-05-03T17:21:50.916Z,"37 km SE of Kod?ri??, Nepal",earthquake,,4.8,0.24,,reviewed,iscgem,iscgem
2015-05-12T07:36:53.260Z,27.543,86.148,13,6.13,mw,,,,,iscgem,iscgem609816808,2022-07-31T05:59:39.785Z,"42 km SSE of Kod?ri??, Nepal",earthquake,,4.8,0.1,,reviewed,iscgem,iscgem
2015-05-12T07:43:17.680Z,27.668,86.225,15,5.15,mw,,,,,iscgem,iscgem607634695,2022-05-03T17:27:32.866Z,"44 km SE of Kod?ri??, Nepal",earthquake,,4.8,0.2,,reviewed,iscgem,iscgem
2015-05-12T07:47:46.730Z,27.547,86.013,15,5.14,mw,,,,,iscgem,iscgem607281902,2022-05-03T17:24:54.525Z,"45 km S of Kod?ri??, Nepal",earthquake,,4.8,0.2,,reviewed,iscgem,iscgem
2015-05-12T07:48:52.180Z,27.695,86.217,15,5.18,mw,,,,,iscgem,iscgem607634696,2022-05-03T17:27:34.038Z,"39 km SE of Kod?ri??, Nepal",earthquake,,4.8,0.2,,reviewed,iscgem,iscgem
2015-05-12T08:06:06.750Z,27.65,86.045,15,5.31,mw,,,,,iscgem,iscgem607634705,2022-07-31T06:01:55.043Z,"27 km SSE of Kod?ri??, Nepal",earthquake,,4.8,0.25,,reviewed,iscgem,iscgem
2015-05-12T08:13:54.960Z,27.828,85.815,14.6,5.29,mw,,,,,iscgem,iscgem607234493,2022-07-31T06:06:08.729Z,"23 km ENE of Nagarkot, Nepal",earthquake,,7.6,0.2,,reviewed,iscgem,iscgem
2015-05-12T08:21:10.590Z,27.685,86.111,14.1,5.35,mw,,,,,iscgem,iscgem607634708,2022-07-31T06:03:59.276Z,"30 km SE of Kod?ri??, Nepal",earthquake,,4.8,0.23,,reviewed,iscgem,iscgem
2015-05-12T21:25:13.090Z,27.781,84.725,15,5.29,mw,,,,,iscgem,iscgem607235467,2022-07-31T06:21:43.509Z,"23 km ENE of Bharatpur, Nepal",earthquake,,25,0.22,,reviewed,iscgem,iscgem
2015-05-13T21:38:06.120Z,27.648,86.021,12.5,5.2,mw,,,,,iscgem,iscgem607241075,2022-07-31T06:38:05.984Z,"28 km SSE of Kod?ri??, Nepal",earthquake,,3.7,0.2,,reviewed,iscgem,iscgem
2015-05-15T01:42:42.080Z,27.85,84.744,10,5.17,mw,,,,,iscgem,iscgem607244680,2022-07-31T06:55:52.887Z,"45 km NE of Bharatpur, Nepal",earthquake,,25,0.2,,reviewed,iscgem,iscgem
2015-05-16T11:34:09.510Z,27.518,86.107,10.1,5.35,mw,,,,,iscgem,iscgem610588359,2022-07-31T07:18:14.026Z,"45 km SSE of Kod?ri??, Nepal",earthquake,,3.7,0.1,,reviewed,iscgem,iscgem
2015-05-29T10:00:00.760Z,27.964,84.907,15,5.1,mw,,,,,iscgem,iscgem607269721,2022-07-31T10:07:29.021Z,"47 km NE of Bharatpur, Nepal",earthquake,,10.1,0.2,,reviewed,iscgem,iscgem
2015-06-11T16:12:17.910Z,27.82,85.608,15,5.13,mw,,,,,iscgem,iscgem611800880,2022-07-31T12:27:46.292Z,"14 km NNE of Nagarkot, Nepal",earthquake,,8.4,0.2,,reviewed,iscgem,iscgem
2015-08-23T09:02:04.380Z,27.752,86.055,10.3,5.28,mw,,,,,iscgem,iscgem611836500,2022-08-01T01:19:51.790Z,"18 km SE of Kod?ri??, Nepal",earthquake,,7.6,0.2,,reviewed,iscgem,iscgem
2015-10-09T20:29:56.320Z,28.819,86.434,12.4,5.15,mw,,,,,iscgem,iscgem607861498,2022-05-03T17:32:54.401Z,"105 km NNW of Lobujya, Nepal",earthquake,,25,0.2,,reviewed,iscgem,iscgem
2015-11-19T04:15:51.640Z,27.812,85.665,9.5,5.26,mw,,,,,iscgem,iscgem611838370,2022-08-01T18:42:06.686Z,"21 km NE of Nagarkot, Nepal",earthquake,,3.7,0.24,,reviewed,iscgem,iscgem
2015-12-18T22:16:56.460Z,29.33,81.636,16,5.25,mw,,,,,iscgem,iscgem611838521,2022-08-02T00:00:13.756Z,"53 km WNW of Jumla, Nepal",earthquake,,3.9,0.1,,reviewed,iscgem,iscgem
2016-02-05T16:20:10.030Z,27.893,85.432,12.8,5.35,mw,,,,,iscgem,iscgem608314482,2022-08-07T09:22:10.461Z,"19 km N of Kathmandu, Nepal",earthquake,,8.4,0.23,,reviewed,iscgem,iscgem
2016-02-21T18:09:59.750Z,27.953,84.722,9.9,5.21,mw,,,,,iscgem,iscgem611838888,2022-08-07T09:55:35.375Z,"40 km NE of Bharatpur, Nepal",earthquake,,3.9,0.25,,reviewed,iscgem,iscgem
2016-05-22T01:48:48.450Z,28.394,87.513,13.7,5.34,mw,,,,,iscgem,iscgem608816417,2022-08-02T23:27:14.468Z,"89 km NE of Lobujya, Nepal",earthquake,,3.9,0.1,,reviewed,iscgem,iscgem
2016-05-22T02:05:55.050Z,28.465,87.476,10,5.22,mw,,,,,iscgem,iscgem608817507,2022-08-02T23:28:12.819Z,"94 km NE of Lobujya, Nepal",earthquake,,3.9,0.1,,reviewed,iscgem,iscgem
2016-11-27T23:35:20.260Z,27.731,86.501,10.9,5.24,mw,,,,,iscgem,iscgem615078973,2022-05-03T19:50:04.618Z,"17 km W of Namche Bazar, Nepal",earthquake,,3.8,0.1,,reviewed,iscgem,iscgem
2017-12-08T02:51:18.110Z,27.622,86.125,12.4,5.18,mw,,,,,iscgem,iscgem611835486,2022-05-03T19:01:51.566Z,"28 km SE of Kod?ri??, Nepal",earthquake,,4,0.2,,reviewed,iscgem,iscgem
2018-03-01T17:27:17.540Z,30.224,87.542,17.1,4.98,mw,,,,,iscgem,iscgem611719187,2022-05-03T18:48:46.220Z,"172 km NW of Rikaze, China",earthquake,,4.6,0.1,,reviewed,iscgem,iscgem
2018-08-01T15:46:24.400Z,30.307,87.646,15,5.34,mw,,,,,iscgem,iscgem612518624,2022-05-03T19:27:09.892Z,"173 km NW of Rikaze, China",earthquake,,3.9,0.1,,reviewed,iscgem,iscgem
2018-10-22T16:49:36.410Z,30.362,87.669,20,4.99,mw,,,,,iscgem,iscgem613511559,2022-05-03T19:36:04.315Z,"171 km NW of Rikaze, China",earthquake,,25,0.1,,reviewed,iscgem,iscgem
2018-12-23T19:32:22.630Z,30.339,87.591,15.4,5.74,mw,,,,,iscgem,iscgem614460381,2022-05-03T19:42:26.122Z,"177 km NW of Rikaze, China",earthquake,,3.8,0.1,,reviewed,iscgem,iscgem
